module_code,module_name,Old ID,question_code,sort,subject_id,module_code,reason,kind,content,REFERENCE,response_1,target_1,response_2,target_2,response_3,target_3,return_node,target_module,return,decision_node,meets_response,boolean,conclusion_1,conclusion_2,examples,asc,faq,help,report_summary,summary,report_content,response_fatal,target_fatal
23,derivative_exceptions_freestanding,,23-17,17,15,23,Freestanding Derivative Scope Exceptions,q,Is there no other way to purchase the securities?,815­10­15­17 c1,Yes,23-18,No,23-18,,,,,,23-20,No,,,,,,,,,,Is there no other way to purchase the securities?,,
23,derivative_exceptions_freestanding,,23-18,18,15,23,Freestanding Derivative Scope Exceptions,q,Will delivery of that security and settlement occur within the shortest period possible for that type of security?,815­10­15­17 c2,Yes,23-19,No,23-19,,,,,,23-20,No,,,,,,,,,,Will delivery of that security and settlement occur within the shortest period possible for that type of security?,,
23,derivative_exceptions_freestanding,,23-19,19,15,23,Freestanding Derivative Scope Exceptions,q,Is it probable at inception and throughout the term of the individual contract that the contract will not settle net and will result in physical delivery of a security when it is issued?,815­10­15­17 c3,Yes,23-20,No,23-20,,,,,,23-20,No,,,,,,,,,,Is it probable at inception and throughout the term of the individual contract that the contract will not settle net and will result in physical delivery of a security when it is issued?,,
23,derivative_exceptions_freestanding,,23-20,20,15,23,Freestanding Derivative Scope Exceptions,d,Pass - all conditions are present,,Pass,,Fail,,,,,,,,,,The contract meets the defintion of a derivative and is a regular-way securities trade for an existing security. The contract meets the required conditions for the regular-way securities trade scope exception and is exempt fromderivative accounting under ASC 815-25.,The contract meets the defintion of a derivative and is a regular-way securities trade for an existing security. Since the contract does not meet the required conditions for the regular-way securities trade scope exception| the contract falls within the scope of derivative accounting under ASC 815-25. Accordingly| record the contract initially and subsequently at fair value with changes in fair value recognized in income.,,,,,,,Pass - all conditions are present,,
23,derivative_exceptions_freestanding,,23-21,21,15,23,Freestanding Derivative Scope Exceptions,i,Normal purchase and normal sale information node,,Continue,,,,,,,,,,,,,,,,,,,,Normal purchase and normal sale information node,,
23,derivative_exceptions_freestanding,,23-22,22,15,23,Freestanding Derivative Scope Exceptions,q,Are the contracts terms consistent with the terms of an entity’s normal purchases or normal sales?,815­10­15­22,Yes,23-23,No,23-23,,,,,,,,,,,,,,,,,Are the contracts terms consistent with the terms of an entity’s normal purchases or normal sales?,,
23,derivative_exceptions_freestanding,,23-23,23,15,23,Freestanding Derivative Scope Exceptions,d,Pass - Contract terms are consistent,,Pass,23-24,Fail,23-90,,,,,,23-87,Fail,,,,,,,,,,Pass - Contract terms are consistent,,
23,derivative_exceptions_freestanding,,23-24,24,15,23,Freestanding Derivative Scope Exceptions,q,Is the contract a freestanding option contract?,,Yes,23-25,No,23-29,,,,,,,,,,,,,,,,,Is the contract a freestanding option contract?,,
23,derivative_exceptions_freestanding,,23-25,25,15,23,Freestanding Derivative Scope Exceptions,q,Is the option contract linked to or settled in the company's (i.e.| the issuer's) own stock?,,Yes,10-2,No,23-26,,,,,,,,,,,,,,,,,Is the option contract linked to or settled in the company's (i.e.| the issuer's) own stock?,,
23,derivative_exceptions_freestanding,,23-26,26,15,23,Freestanding Derivative Scope Exceptions,q,Does the option contract require delivery of the related asset at an established price under the contract only if exercised?,,Yes,23-27,No,,,,,,,,,,,,,,,,,,Does the option contract require delivery of the related asset at an established price under the contract only if exercised?,,
23,derivative_exceptions_freestanding,,23-27,27,15,23,Freestanding Derivative Scope Exceptions,q,Is the option contract a power purchase or sale agreement?,,Yes,23-52,No,23-28,,,,,,23-28,No,,,,,,,,,,Is the option contract a power purchase or sale agreement?,,
23,derivative_exceptions_freestanding,,23-28,28,15,23,Freestanding Derivative Scope Exceptions,d,Pass - Not used if pass| only if fail,,,,Fail,,,,,,,,,,,The contract meets the defintion of a derivative and is a freestanding option contract. The contract requires delivery of the related asset at an established price under the contract only if exercised. Since the contract is not a power purchase or sale| the contract does not qualify for the normal purchase and normal sale scope exception to derivative accounting. Accordingly| derivative accounting should be applied with the contract recorded at fair value at inception and thereafter| with changes in fair value recognized in income.,,,,,,,Pass - Not used if pass| only if fail,,
23,derivative_exceptions_freestanding,,23-29,29,15,23,Freestanding Derivative Scope Exceptions,q,Is the contract a non-option-based forward contract?,,Yes,23-31,No,23-38,,,,,,,,,,,,,,,,,Is the contract a non-option-based forward contract?,,
23,derivative_exceptions_freestanding,,23-30,30,15,23,Freestanding Derivative Scope Exceptions,q,Is the forward contract linked to or settled in the company's (i.e.| the issuer's) own stock?,,Yes,10-2,No,23-31,,,,,,,,,,,,,,,,,Is the forward contract linked to or settled in the company's (i.e.| the issuer's) own stock?,,
23,derivative_exceptions_freestanding,,23-31,31,15,23,Freestanding Derivative Scope Exceptions,q,Does the forward contract contain net settlement provisions?,,Yes,23-32,No,23-33,,,,,,,,,,,,,,,,,Does the forward contract contain net settlement provisions?,,
23,derivative_exceptions_freestanding,,23-32,32,15,23,Freestanding Derivative Scope Exceptions,q,Is it probable at inception and throughout the term of the individual contract that the contract will not settle net and will result in physical delivery?,,Yes,23-33,No,23-33,,,,,,23-37,No,,,,,,,,,,Is it probable at inception and throughout the term of the individual contract that the contract will not settle net and will result in physical delivery?,,
23,derivative_exceptions_freestanding,,23-33,33,15,23,Freestanding Derivative Scope Exceptions,q,Is the contract subject to unplanned netting?,,Yes,23-34,No,23-34,,,,,,23-37,Yes,,,,,,,,,,Is the contract subject to unplanned netting?,,
23,derivative_exceptions_freestanding,,23-34,34,15,23,Freestanding Derivative Scope Exceptions,q,Is the contract in a group of contracts similarly designated as normal purchases and normal sales that have had one or more contracts net settle?,,Yes,23-35,No,23-35,,,,,,23-37,Yes,,,,,,,,,,Is the contract in a group of contracts similarly designated as normal purchases and normal sales that have had one or more contracts net settle?,,
23,derivative_exceptions_freestanding,,23-35,35,15,23,Freestanding Derivative Scope Exceptions,q,Does the contract require cash settlement of gains and/or losses?,,Yes,23-36,No,23-36,,,,,,23-37,Yes,,,,,,,,,,Does the contract require cash settlement of gains and/or losses?,,
23,derivative_exceptions_freestanding,,23-36,36,15,23,Freestanding Derivative Scope Exceptions,q,Is the contract otherwise settled on a periodic basis?,,Yes,23-38,No,23-38,,,,,,23-37,Yes,,,,,,,,,,Is the contract otherwise settled on a periodic basis?,,
23,derivative_exceptions_freestanding,,23-37,37,15,23,Freestanding Derivative Scope Exceptions,d,Pass - no net settlement conditions exist,,Pass,,Fail,,,,,,,,,,The contract meets the definition of a derivative and is a non-option-based forward and meets the conditions required for the normal purchase and normal sale scope exception to derivative accounting.,The contract meets the definition of a derivative and is a non-option-based forward. The contract does not meet all of the following conditions: 1) either does not contain net settlement provisions or it is probable at inception and throughout the term of the individual contract that the contract will not settle net and will result in physical delivery| 2) the contract is not subject to unplanned netting| 3) the contract is not in a group of contracts designated as normal purchase or normal sale in which some contracts have previosuly net settled| 4) the contract does not require cash settlement of gains and/or losses| and 5) the contract is not otherwise settled on a periodic basis. Accordingly| the contract does not meet the conditions required for the normal purchase and normal sale scope exception to derivative accounting. Account for the contract as a derivative at fair value at inception and thereafter| with changes in fair value recognized in income.,,,,,,,Pass - no net settlement conditions exist,,
23,derivative_exceptions_freestanding,,23-38,38,15,23,Freestanding Derivative Scope Exceptions,q,Is the contract an option-based forward contract?,,Yes,23-41,No,23-51,,,,,,,,,,,,,,,,,Is the contract an option-based forward contract?,,
23,derivative_exceptions_freestanding,,23-39,39,15,23,Freestanding Derivative Scope Exceptions,q,Is the forward contract linked to or settled in the company's (i.e.| the issuer's) own stock?,,Yes,10-2,No,23-40,,,,,,,,,,,,,,,,,Is the forward contract linked to or settled in the company's (i.e.| the issuer's) own stock?,,
23,derivative_exceptions_freestanding,,23-40,40,15,23,Freestanding Derivative Scope Exceptions,q,Is the option contract a power purchase or sale agreement?,,Yes,23-52,No,23-41,,,,,,,,,,,,,,,,,Is the option contract a power purchase or sale agreement?,,
23,derivative_exceptions_freestanding,,23-41,41,15,23,Freestanding Derivative Scope Exceptions,q,Do the option features modify the quantity of the asset to be delivered under the contract?,,Yes,23-42,No,23-44,,,,,,,,,,,,,,,,,Do the option features modify the quantity of the asset to be delivered under the contract?,,
23,derivative_exceptions_freestanding,,23-42,42,15,23,Freestanding Derivative Scope Exceptions,q,Are the additional quantities purchased at the market price at the date of delivery?,,Yes,23-44,No,23-43,,,,,,23-43,No,,,,,,,,,,Are the additional quantities purchased at the market price at the date of delivery?,,
23,derivative_exceptions_freestanding,,23-43,43,15,23,Freestanding Derivative Scope Exceptions,d,Pass - Not used if pass| only if fail,,,,Fail,,,,,,,,,,The contract meets the definition of a derivative and is an option-based forward. The contract meets the conditions required for the normal purchase and normal sale scope exception to derivative accounting.,The contract meets the definition of a derivative and is an option-based forward. The contract does not meet all of the following conditions: 1) it either does not contain net settlement provisions or it is probable at inception and throughout its term that the contract will not settle net and will result in physical delivery| 2) the contract is not subject to unplanned netting| 3) the contract is not in a group of contracts designated as normal purchase or normal sale in which some contracts have previously net settled| 4) the contract does not require cash settlement of gains and/or losses| and 5) the contract is not otherwise settled on a periodic basis. Accordingly| the contract does not meet the conditions required for the normal purchase and normal sale scope exception to derivative accounting. Account for the contract as a derivative at fair value at inception and thereafter| with changes in fair value recognized in income.,,,,,,,Pass - Not used if pass| only if fail,,
23,derivative_exceptions_freestanding,,23-44,44,15,23,Freestanding Derivative Scope Exceptions,q,Does the forward contract contain net settlement provisions?,,Yes,23-45,No,,,,,,,,,,,,,,,,,,Does the forward contract contain net settlement provisions?,,
23,derivative_exceptions_freestanding,,23-45,45,15,23,Freestanding Derivative Scope Exceptions,q,Is it probable at inception and throughout the term of the individual contract that the contract will not settle net and will result in physical delivery?,,Yes,23-46,No,23-46,,,,,,23-50,No,,,,,,,,,,Is it probable at inception and throughout the term of the individual contract that the contract will not settle net and will result in physical delivery?,,
23,derivative_exceptions_freestanding,,23-46,46,15,23,Freestanding Derivative Scope Exceptions,q,Is the contract subject to unplanned netting?,,Yes,23-47,No,23-47,,,,,,23-50,Yes,,,,,,,,,,Is the contract subject to unplanned netting?,,
23,derivative_exceptions_freestanding,,23-47,47,15,23,Freestanding Derivative Scope Exceptions,q,Is the contract in a group of contracts similarly designated as normal purchases and normal sales that have had one or more contracts net settle?,,Yes,23-48,No,23-48,,,,,,23-50,Yes,,,,,,,,,,Is the contract in a group of contracts similarly designated as normal purchases and normal sales that have had one or more contracts net settle?,,
23,derivative_exceptions_freestanding,,23-48,48,15,23,Freestanding Derivative Scope Exceptions,q,Does the contract require cash settlement of gains and/or losses?,,Yes,23-49,No,23-49,,,,,,23-50,Yes,,,,,,,,,,Does the contract require cash settlement of gains and/or losses?,,
23,derivative_exceptions_freestanding,,23-49,49,15,23,Freestanding Derivative Scope Exceptions,q,Is the contract otherwise settled on a periodic basis?,,Yes,23-50,No,23-50,,,,,,23-50,Yes,,,,,,,,,,Is the contract otherwise settled on a periodic basis?,,
23,derivative_exceptions_freestanding,,23-50,50,15,23,Freestanding Derivative Scope Exceptions,d,Pass - no net settlement conditions exist,,Pass,,Fail,,,,,,,,,,The contract meets the definition of a derivative and is an option-based forward. The contract meets the conditions required for the normal purchase and normal sale scope exception to derivative accounting.,The contract meets the definition of a derivative and is an option-based forward. The contract modifies the quantity of the asset to be delivered and the additional quantities are purchased at the market price at the date of delivery. Since the contract contains net settlement provisions| the contract must meet additional conditions to qualify for the normal purchase and normal sale scope exception| including: 1) it is probable at inception and throughout the term of the individual contract that the contract will not settle net and will result in physical delivery| 2) the contract is not subject to unplanned netting| 3)  the contract is not in a group of contracts designated as normal purchase or normal sale in which some contracts have previosuly net settled| 4) the contract does not require cash settlement of gains and/or losses| and 5) the contract is not otherwise settled on a periodic basis. Since all of these conditions are not met| the contract is not scoped out of derivative accounting. Account for the contract as a derivative instrument at fair value at inception and thereafter| with changes in fair value recognized in income.,,,,,,,Pass - no net settlement conditions exist,,
23,derivative_exceptions_freestanding,,23-51,51,15,23,Freestanding Derivative Scope Exceptions,q,Is the contract a power purchase or sale agreement?,,Yes,23-52,No,23-64,,,,,,,,,,,,,,,,,Is the contract a power purchase or sale agreement?,,
23,derivative_exceptions_freestanding,,23-52,52,15,23,Freestanding Derivative Scope Exceptions,q,Is the entity the seller or buyer?,,Seller,23-53,Buyer,23-57,,,,,,,,,,,,,,,,,Is the entity the seller or buyer?,,
23,derivative_exceptions_freestanding,,23-53,53,15,23,Freestanding Derivative Scope Exceptions,q,Do the terms of the contract require physical delivery of electricity?,,Yes,23-54,No,23-54,,,,,,23-56,No,,,,,,,,,,Do the terms of the contract require physical delivery of electricity?,,
23,derivative_exceptions_freestanding,,23-54,54,15,23,Freestanding Derivative Scope Exceptions,q,Is the contract a capacity contract for the purchase or sale of electricity?,,Yes,23-55,No,23-55,,,,,,23-56,No,,,,,,,,,,Is the contract a capacity contract for the purchase or sale of electricity?,,
23,derivative_exceptions_freestanding,,23-55,55,15,23,Freestanding Derivative Scope Exceptions,q,Is the electricity that would be deliverable under the contract involves quantities that are expected to be sold by the reporting entity in the normal course of business?,,Yes,23-56,No,23-56,,,,,,23-56,No,,,,,,,,,,Is the electricity that would be deliverable under the contract involves quantities that are expected to be sold by the reporting entity in the normal course of business?,,
23,derivative_exceptions_freestanding,,23-56,56,15,23,Freestanding Derivative Scope Exceptions,d,Pass - all requirements met,,Pass,,Fail,,,,,,,,,,The contract meets the definition of a derivative and is a power purchase or sale agreement. The reporting entity is the seller. The contract meets the conditions required for the normal purchase and normal sale scope exception to derivative accounting.,The contract meets the definition of a derivative and is a power purchase or sale agreement. The reporting entity is the seller. The contract must meet the following conditions to qualify for the normal purchase and normal sale scope exception to derivative accounting: 1) the contract terms must require physical delivery of electricity| 2) the contract must be a capacity contract for the purchase of electricity| and 3) for the seller| the electricity to be deliverable under the contract must involve quantities that are expected to be sold by the reporting entity in the normal course of business. Since all of these conditionas are not met| the contract does not meet the conditions required for the normal purchase and normal sale scope exception to derivative accounting. Account for the contract as a derivative instrument at fair value at inception and thereafter| with changes in fair value recognized in income.,,,,,,,Pass - all requirements met,,
23,derivative_exceptions_freestanding,,23-57,57,15,23,Freestanding Derivative Scope Exceptions,q,Do the terms of the contract require physical delivery of electricity?,,Yes,23-58,No,23-58,,,,,,,,,,,,,,,,,Do the terms of the contract require physical delivery of electricity?,,
23,derivative_exceptions_freestanding,,23-58,58,15,23,Freestanding Derivative Scope Exceptions,q,Is the contract a capacity contract for the purchase or sale of electricity?,,Yes,23-59,No,23-59,,,,,,23-63,No,,,,,,,,,,Is the contract a capacity contract for the purchase or sale of electricity?,,
23,derivative_exceptions_freestanding,,23-59,59,15,23,Freestanding Derivative Scope Exceptions,q,Does the electricity that would be deliverable under the contract involve quantities that are expected to be used or sold by the reporting entity in the normal course of business?,,Yes,23-60,No,23-60,,,,,,23-63,No,,,,,,,,,,Does the electricity that would be deliverable under the contract involve quantities that are expected to be used or sold by the reporting entity in the normal course of business?,,
23,derivative_exceptions_freestanding,,23-60,60,15,23,Freestanding Derivative Scope Exceptions,q,Is the company engaged in selling electricity to retail or wholesale customers?,,Yes,23-61,No,23-61,,,,,,23-63,No,,,,,,,,,,Is the company engaged in selling electricity to retail or wholesale customers?,,
23,derivative_exceptions_freestanding,,23-61,61,15,23,Freestanding Derivative Scope Exceptions,q,Is the company statutorily or otherwise contractually obligated to maintain sufficient capacity to meet electricity needs of its customer base?,,Yes,23-62,No,23-62,,,,,,23-63,No,,,,,,,,,,Is the company statutorily or otherwise contractually obligated to maintain sufficient capacity to meet electricity needs of its customer base?,,
23,derivative_exceptions_freestanding,,23-62,62,15,23,Freestanding Derivative Scope Exceptions,q,Are the contracts entered into to meet the company's obligation to maintain a sufficient capacity?,,Yes,23-63,No,23-63,,,,,,23-63,No,,,,,,,,,,Are the contracts entered into to meet the company's obligation to maintain a sufficient capacity?,,
23,derivative_exceptions_freestanding,,23-63,63,15,23,Freestanding Derivative Scope Exceptions,d,Pass - all requriements met,,Pass,,Fail,,,,,,,,,,The contract meets the definition of a derivative and is a power purchase or sale agreement. The reporting entity is the buyer. The contract meets the conditions required for the normal purchase and normal sale scope exception to derivative accounting.,The contract meets the definition of a derivative and is a power purchase or sale agreement. The reporting entity is the buyer. The contract must meet the following conditions to qualify for the normal purchase and normal sale scope exception to derivative accounting: 1) the contract terms must require physical delivery of electricity| 2) the contract must be a capacity contract for the purchase of electricity| 3) for the buyer| a) the electricity that will be deliverable under the contract must involve quantities that are expected to be used or sold by the reporting entity in the normal course of business| b) the buyer of the electricity under the power purchase or sales agreement is an entity that is both i) engaged in selling electricity to retail or wholesale customers and ii) statutorily or otherwise contractually obligated to maintain sufficient capacity to meet electricity needs of its customer base| and 4) the contracts were entered into to meet the buyer’s obligation to maintain a sufficient capacity| including a reasonable reserve margin established by or based on a regulatory commission| local standards| regional reliability councils| or regional transmission organizations. Since all of these conditionas are not met| the contract does not meet the conditions required for the normal purchase and normal sale scope exception to derivative accounting. Account for the contract as a derivative instrument at fair value at inception and thereafter| with changes in fair value recognized in income.,,,,,,,Pass - all requriements met,,
23,derivative_exceptions_freestanding,,23-64,64,15,23,Freestanding Derivative Scope Exceptions,q,Is the underlying clearly and closely related to the asset being sold or purchased?,815­10­15­30,Yes,23-72,No,23-72,Analyze,23-65,,,,23-72,No,,,,,,,,,,Is the underlying clearly and closely related to the asset being sold or purchased?,,
23,derivative_exceptions_freestanding,,23-65,65,15,23,Freestanding Derivative Scope Exceptions,q,Is the underlying is extraneous (that is| irrelevant and not pertinent) to both the changes in the cost and the changes in the fair value of the asset being sold or purchased?,815­10­15­32 a,Yes,23-66,No,23-66,,,,,,23-72,No,,,,,,,,,,Is the underlying is extraneous (that is| irrelevant and not pertinent) to both the changes in the cost and the changes in the fair value of the asset being sold or purchased?,,
23,derivative_exceptions_freestanding,,23-66,66,15,23,Freestanding Derivative Scope Exceptions,q,If the underlying is not extraneous as discussed in the previous question| are the magnitude and direction of the impact of the price adjustment consistent with the relevancy of the underlying?,815­10­15­32 b,Yes,23-67,No,23-67,,,,,,23-72,No,,,,,,,,,,If the underlying is not extraneous as discussed in the previous question| are the magnitude and direction of the impact of the price adjustment consistent with the relevancy of the underlying?,,
23,derivative_exceptions_freestanding,,23-67,67,15,23,Freestanding Derivative Scope Exceptions,q,Is the underlying a currency exchange rate?,815­10­15­32 c,Yes,23-68,No,23-68,,,,,,23-72,No,,,,,,,,,,Is the underlying a currency exchange rate?,,
23,derivative_exceptions_freestanding,,23-68,68,15,23,Freestanding Derivative Scope Exceptions,q,Does the contract require payments denominated in the functional currency of any substantial party to that contract?,815­15­15­10 b1,Yes,23-69,No,23-69,,,,,,23-72,No,,,,,,,,,,Does the contract require payments denominated in the functional currency of any substantial party to that contract?,,
23,derivative_exceptions_freestanding,,23-69,69,15,23,Freestanding Derivative Scope Exceptions,q,Does the contract require payments denominated in currency in which the price of the related good or service that is acquired or delivered is routinely denominated in international commerce?,815­15­15­10 b2,Yes,23-70,No,23-70,,,,,,23-72,No,,,,,,,,,,Does the contract require payments denominated in currency in which the price of the related good or service that is acquired or delivered is routinely denominated in international commerce?,,
23,derivative_exceptions_freestanding,,23-70,70,15,23,Freestanding Derivative Scope Exceptions,q,Does the contract require payments denominated in the local currency of any substantial party to the contract,815­15­15­10 b3,Yes,23-71,No,23-71,,,,,,23-72,No,,,,,,,,,,Does the contract require payments denominated in the local currency of any substantial party to the contract,,
23,derivative_exceptions_freestanding,,23-71,71,15,23,Freestanding Derivative Scope Exceptions,q,Does the contract require payments denominated in the currency used by a substantial party to the contract as if it were the functional currency because the primary economic environment in which the party operates is highly inflationary?,815­15­15­10 b4,Yes,23-72,No,23-72,,,,,,23-72,No,,,,,,,,,,Does the contract require payments denominated in the currency used by a substantial party to the contract as if it were the functional currency because the primary economic environment in which the party operates is highly inflationary?,,
23,derivative_exceptions_freestanding,,23-72,72,15,23,Freestanding Derivative Scope Exceptions,d,Pass - underlying is clearly and closely related,,Pass,23-73,Fail,23-73,,,,,,,Fail,,The underlying is considered clearly and closely related to the asset being sold or purchased.,The underlying is not considered clearly and closely related to the asset being sold or purchased.,,,,,,,Pass - underlying is clearly and closely related,,
23,derivative_exceptions_freestanding,,23-73,73,15,23,Freestanding Derivative Scope Exceptions,q,Is neither party required to deliver an asset that is associated with the underlying and that has a principal amount| stated amount| face value| number of shares| or other denomination that is equal to the notional amount (or the notional amount plus a premium or minus a discount)?,,Yes,23-74,No,23-74,,,,,,23-81,Yes,,,,,,,,,,Is neither party required to deliver an asset that is associated with the underlying and that has a principal amount| stated amount| face value| number of shares| or other denomination that is equal to the notional amount (or the notional amount plus a premium or minus a discount)?,,
23,derivative_exceptions_freestanding,,23-74,74,15,23,Freestanding Derivative Scope Exceptions,q,If the asset to be delivered is the company's own stock| does the contract provide for net share settlement at the election of either party?,,Yes,23-75,No,23-75,Not Applicable,23-75,,,,23-81,Yes,,,,,,,,,,If the asset to be delivered is the company's own stock| does the contract provide for net share settlement at the election of either party?,,
23,derivative_exceptions_freestanding,,23-75,75,15,23,Freestanding Derivative Scope Exceptions,q,Does the contract include a penalty for nonperformance based on changes in the price of the items that are the subject of the contract?,,Yes,23-76,No,23-76,Not Applicable,23-76,,,,23-81,Yes,,,,,,,,,,Does the contract include a penalty for nonperformance based on changes in the price of the items that are the subject of the contract?,,
23,derivative_exceptions_freestanding,,23-76,76,15,23,Freestanding Derivative Scope Exceptions,q,Does the penalty also contain an incremental penalty of a fixed amount (or fixed amount per unit) that would be expected to be significant enough at all dates during the remaining term of the contract to make the possibility of nonperformance remote?,,Yes,23-77,No,23-77,,,,,,23-81,No,,,,,,,,,,Does the penalty also contain an incremental penalty of a fixed amount (or fixed amount per unit) that would be expected to be significant enough at all dates during the remaining term of the contract to make the possibility of nonperformance remote?,,
23,derivative_exceptions_freestanding,,23-77,77,15,23,Freestanding Derivative Scope Exceptions,q,In lieu of immediate net cash settlement of the gain or loss under the contract| does the holder receive a financial instrument involving terms that would provide for the gain or loss under the contract to be received or paid over a specified time period?,,Yes,23-78,No,23-78,,,,,,23-81,Yes,,,,,,,,,,In lieu of immediate net cash settlement of the gain or loss under the contract| does the holder receive a financial instrument involving terms that would provide for the gain or loss under the contract to be received or paid over a specified time period?,,
23,derivative_exceptions_freestanding,,23-78,78,15,23,Freestanding Derivative Scope Exceptions,q,Does the contract require additional investing or borrowing to obtain the benefits of the contract’s gain only over time as a traditional adjustment of the yield on the amount invested or the interest element on the amount borrowed,,Yes,23-79,No,23-79,,,,,,23-81,No,,,,,,,,,,Does the contract require additional investing or borrowing to obtain the benefits of the contract’s gain only over time as a traditional adjustment of the yield on the amount invested or the interest element on the amount borrowed,,
23,derivative_exceptions_freestanding,,23-79,79,15,23,Freestanding Derivative Scope Exceptions,q,Does the contract require additional investing or borrowing to obtain the benefits of the contract’s gain only over time as a nontraditional adjustment of the yield on the amount invested or the interest element on the amount borrowed,,Yes,23-80,No,23-80,,,,,,23-81,Yes,,,,,,,,,,Does the contract require additional investing or borrowing to obtain the benefits of the contract’s gain only over time as a nontraditional adjustment of the yield on the amount invested or the interest element on the amount borrowed,,
23,derivative_exceptions_freestanding,,23-80,80,15,23,Freestanding Derivative Scope Exceptions,q,If the contract is a debt instrument| is there potential settlement of the debtor's obligation to the creditor that would occur upon exercise of a put option or call option embedded in a debt instrument?,,Yes,23-81,No,23-81,Not Applicable,23-81,,,,23-81,Yes,,,,,,,,,,If the contract is a debt instrument| is there potential settlement of the debtor's obligation to the creditor that would occur upon exercise of a put option or call option embedded in a debt instrument?,,
23,derivative_exceptions_freestanding,,23-81,81,15,23,Freestanding Derivative Scope Exceptions,d,Pass - No net settlement under contract terms,,Pass,23-82,Fail,23-82,,,,,,23-84,Fail,,The contract can not be net settled under its terms,The contract can be net settled under its terms,,,,,,,Pass - No net settlement under contract terms,,
23,derivative_exceptions_freestanding,,23-82,82,15,23,Freestanding Derivative Scope Exceptions,q,Is there a market mechanism that permits net settlement?,,Yes,23-83,No,23-83,,,,,,,,,,,,,,,,,Is there a market mechanism that permits net settlement?,,
23,derivative_exceptions_freestanding,,23-83,83,15,23,Freestanding Derivative Scope Exceptions,d,Pass - No market mechanism,,Pass,23-84,Fail,23-84,,,,,,23-84,Fail,,There is no market mechanism that permits net settlement.,There is a market mechanism that permits net settlement.,,,,,,,Pass - No market mechanism,,
23,derivative_exceptions_freestanding,,23-84,84,15,23,Freestanding Derivative Scope Exceptions,d,Pass - no net settlement under contract terms and no market mechanism,,Pass,23-85,Fail,23-85,,,,,,23-87,Fail,,There is neither net settlement under the contract terms or a market mechanism that permits net settlement.,There is either set settlement under the contract terms not a market mechanism that permits net settlement.,,,,,,,Pass - no net settlement under contract terms and no market mechanism,,
23,derivative_exceptions_freestanding,,23-85,85,15,23,Freestanding Derivative Scope Exceptions,q,Does the company meet the documentation requirements needed to qualify for the normal purchase and normal sale scope exception?,,Yes,23-86,No,23-86,,,,,,23-86,No,,,,,,,,,,Does the company meet the documentation requirements needed to qualify for the normal purchase and normal sale scope exception?,,
23,derivative_exceptions_freestanding,,23-86,86,15,23,Freestanding Derivative Scope Exceptions,d,Pass - meets documentation requirement,,Pass,23-87,Fail,23-87,,,,,,23-87,Fail,,The documentation requirments are met.,The documentation requirments are not met.,,,,,,,Pass - meets documentation requirement,,
23,derivative_exceptions_freestanding,,23-87,87,15,23,Freestanding Derivative Scope Exceptions,d,Pass - all four conditions for normal purchase and normal sale are met,,Pass,,Fail,,,,,,,,,,The contract meets the definition of a derivative. The contract meets all of these conditions required for the normal purchase and normal sale scope exception to derivative accounting.,The contract meets the definition of a derivative. The contract is not a freestanding option| an option-based or non-option-based forward contract| or a power purchase or sale agreement. To qualify for the normal purchase and normal sale scope exception to derivative accounting| the following conditions must be met: 1) the contract’s terms must be consistent with the terms of an entity’s normal purchases or normal sales| 2) the contract's price must be a) based on an underlying that is clearly and closely related to the asset being purchased or sold and b) denominated in a currency that does not meet the specific crietria in ASC 815-15-15-10(b)| 3) physical settlement must be probable| and 4) the designation of the contract as a normal purchase or a normal sale must be documented. Since all of these conditionas are not met| the contract does not meet the conditions required for the normal purchase and normal sale scope exception to derivative accounting. Account for the contract as a derivative instrument at fair value at inception and thereafter| with changes in fair value recognized in income.,,,,,,,Pass - all four conditions for normal purchase and normal sale are met,,
23,derivative_exceptions_freestanding,,23-88,88,15,23,Freestanding Derivative Scope Exceptions,i,Insurance contract info node,,Continue,23-89,,,,,,,,,,,,,,,,,,,Insurance contract info node,,
23,derivative_exceptions_freestanding,,23-89,89,15,23,Freestanding Derivative Scope Exceptions,q,Is the reporting enterprise an insurance company?,,Yes,23-90,No,23-104,,,,,,,,,,,,,,,,,Is the reporting enterprise an insurance company?,,
23,derivative_exceptions_freestanding,,23-90,90,15,23,Freestanding Derivative Scope Exceptions,q,Is the contract an insurance contract?,,Yes,23-91,No,23-104,,,,,,,,,,,,,,,,,Is the contract an insurance contract?,,
23,derivative_exceptions_freestanding,,23-91,91,15,23,Freestanding Derivative Scope Exceptions,q,Is the holder of the insurance contract compensated only if the holder incurs a loss on a bona fide insurable exposure?,,Yes,23-92,No,23-92,,,,,,23-97,No,,,,,,,,,,Is the holder of the insurance contract compensated only if the holder incurs a loss on a bona fide insurable exposure?,,
23,derivative_exceptions_freestanding,,23-92,92,15,23,Freestanding Derivative Scope Exceptions,q,Is the insurance contract a property and casualty policy?,,Yes,23-93,No,23-99,,,,,,,,,,,,,,,,,Is the insurance contract a property and casualty policy?,,
23,derivative_exceptions_freestanding,,23-93,93,15,23,Freestanding Derivative Scope Exceptions,q,Does the contract provide for the payment of benefits or claims as a result of both an identifiable insurable event and changes in a variable?,,Yes,23-94,No,23-99,,,,,,,,,,,,,,,,,Does the contract provide for the payment of benefits or claims as a result of both an identifiable insurable event and changes in a variable?,,
